Gene_id	Description	Length	e-Value	GO
NGJCOJPH_01275	type I restriction-modification system subunit M	283	0.0	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004519 F:endonuclease activity; P:GO:0006306 P:DNA methylation; P:GO:0006807 P:nitrogen compound metabolic process; F:GO:0008168 F:methyltransferase activity; F:GO:0008170 F:N-methyltransferase activity; F:GO:0009007 F:site-specific DNA-methyltransferase (adenine-specific) activity; P:GO:0009307 P:DNA restriction-modification system; F:GO:0016740 F:transferase activity; P:GO:0032259 P:methylation; P:GO:0032775 P:DNA methylation on adenine; P:GO:0043412 P:macromolecule modification; P:GO:0044238 P:primary metabolic process; P:GO:0044260 P:cellular macromolecule metabolic process; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis
NGJCOJPH_00588	DNA polymerase III subunit epsilon	223	4.26873E-156	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0003887 F:DNA-directed DNA polymerase activity; F:GO:0004518 F:nuclease activity; F:GO:0004527 F:exonuclease activity; P:GO:0006260 P:DNA replication; F:GO:0016740 F:transferase activity; F:GO:0016779 F:nucleotidyltransferase activity; F:GO:0016787 F:hydrolase activity; F:GO:0046872 F:metal ion binding; P:GO:0071897 P:DNA biosynthetic process; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis
NGJCOJPH_01298	DNA polymerase I	909	0.0	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0003824 F:catalytic activity; F:GO:0003887 F:DNA-directed DNA polymerase activity; F:GO:0004518 F:nuclease activity; F:GO:0004527 F:exonuclease activity; P:GO:0006139 P:nucleobase-containing compound metabolic process; P:GO:0006260 P:DNA replication; P:GO:0006261 P:DNA-dependent DNA replication; P:GO:0006281 P:DNA repair; P:GO:0006974 P:cellular response to DNA damage stimulus; F:GO:0008408 F:3'-5' exonuclease activity; F:GO:0016740 F:transferase activity; F:GO:0016779 F:nucleotidyltransferase activity; F:GO:0016787 F:hydrolase activity; F:GO:0016788 F:hydrolase activity, acting on ester bonds; P:GO:0071897 P:DNA biosynthetic process; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis
NGJCOJPH_00785	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	269	0.0	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0003684 F:damaged DNA binding; F:GO:0003824 F:catalytic activity; F:GO:0003906 F:DNA-(apurinic or apyrimidinic site) endonuclease activity; P:GO:0006281 P:DNA repair; P:GO:0006284 P:base-excision repair; P:GO:0006974 P:cellular response to DNA damage stimulus; P:GO:0008152 P:metabolic process; F:GO:0008270 F:zinc ion binding; F:GO:0008534 F:oxidized purine nucleobase lesion DNA N-glycosylase activity; F:GO:0016787 F:hydrolase activity; F:GO:0016798 F:hydrolase activity, acting on glycosyl bonds; F:GO:0016799 F:hydrolase activity, hydrolyzing N-glycosyl compounds; F:GO:0016829 F:lyase activity; F:GO:0019104 F:DNA N-glycosylase activity; F:GO:0046872 F:metal ion binding; F:GO:0140078 F:class I DNA-(apurinic or apyrimidinic site) endonuclease activity
NGJCOJPH_00199	cold shock domain-containing protein	104	2.27031E-56	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; C:GO:0005829 C:cytosol; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_01016	cold-shock protein	67	2.76406E-40	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; C:GO:0005737 C:cytoplasm; C:GO:0005829 C:cytosol
NGJCOJPH_00198	thiopurine S-methyltransferase	215	3.75781E-145	F:GO:0003676 F:nucleic acid binding; C:GO:0005737 C:cytoplasm; C:GO:0005829 C:cytosol; F:GO:0008119 F:thiopurine S-methyltransferase activity; F:GO:0008168 F:methyltransferase activity; F:GO:0008757 F:S-adenosylmethionine-dependent methyltransferase activity; P:GO:0010038 P:response to metal ion; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0016740 F:transferase activity; P:GO:0032259 P:methylation
NGJCOJPH_01291	4-hydroxybenzoate octaprenyltransferase	289	6.36169E-162	F:GO:0002083 F:4-hydroxybenzoate decaprenyltransferase activity; F:GO:0004659 F:prenyltransferase activity; C:GO:0005886 C:plasma membrane; P:GO:0006744 P:ubiquinone biosynthetic process; F:GO:0008412 F:4-hydroxybenzoate octaprenyltransferase activity; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0016740 F:transferase activity; F:GO:0016765 F:transferase activity, transferring alkyl or aryl (other than methyl) groups; F:GO:0047293 F:4-hydroxybenzoate nonaprenyltransferase activity
NGJCOJPH_00319	Fe-S protein assembly co-chaperone HscB	171	3.69201E-107	F:GO:0001671 F:ATPase activator activity; P:GO:0006457 P:protein folding; P:GO:0008152 P:metabolic process; P:GO:0044571 P:[2Fe-2S] cluster assembly; F:GO:0051087 F:chaperone binding; P:GO:0051259 P:protein complex oligomerization
NGJCOJPH_01425	lipopolysaccharide transport periplasmic protein LptA	161	1.83433E-85	F:GO:0001530 F:lipopolysaccharide binding; P:GO:0015920 P:lipopolysaccharide transport; C:GO:0042597 C:periplasmic space
NGJCOJPH_00643	6,7-dimethyl-8-ribityllumazine synthase	167	3.00442E-109	F:GO:0000906 F:6,7-dimethyl-8-ribityllumazine synthase activity; P:GO:0009231 P:riboflavin biosynthetic process; C:GO:0009349 C:riboflavin synthase complex; F:GO:0016740 F:transferase activity
NGJCOJPH_01353	Heat shock protein GrpE	187	5.29687E-119	F:GO:0000774 F:adenyl-nucleotide exchange factor activity; C:GO:0005737 C:cytoplasm; P:GO:0006457 P:protein folding; F:GO:0042803 F:protein homodimerization activity; F:GO:0051087 F:chaperone binding
NGJCOJPH_00011	malate dehydrogenase	406	0.0	F:GO:0000721 F:(R,R)-butanediol dehydrogenase activity; F:GO:0004471 F:malate dehydrogenase (decarboxylating) (NAD+) activity; F:GO:0004473 F:malate dehydrogenase (decarboxylating) (NADP+) activity; F:GO:0008948 F:oxaloacetate decarboxylase activity; F:GO:0016491 F:oxidoreductase activity; F:GO:0046872 F:metal ion binding; F:GO:0051287 F:NAD binding
NGJCOJPH_01191	A/G-specific adenine glycosylase	301	0.0	F:GO:0000701 F:purine-specific mismatch base pair DNA N-glycosylase activity; F:GO:0003677 F:DNA binding; F:GO:0003824 F:catalytic activity; P:GO:0006281 P:DNA repair; P:GO:0006284 P:base-excision repair; P:GO:0006950 P:response to stress; P:GO:0006974 P:cellular response to DNA damage stimulus; P:GO:0008152 P:metabolic process; F:GO:0016787 F:hydrolase activity; F:GO:0016798 F:hydrolase activity, acting on glycosyl bonds; F:GO:0019104 F:DNA N-glycosylase activity; F:GO:0046872 F:metal ion binding; F:GO:0051536 F:iron-sulfur cluster binding; F:GO:0051539 F:4 iron, 4 sulfur cluster binding
NGJCOJPH_00167	ribulose-bisphosphate carboxylase	460	0.0	F:GO:0000287 F:magnesium ion binding; P:GO:0015977 P:carbon fixation; F:GO:0016829 F:lyase activity; F:GO:0016984 F:ribulose-bisphosphate carboxylase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_01449	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	452	0.0	F:GO:0000287 F:magnesium ion binding; P:GO:0000902 P:cell morphogenesis; F:GO:0003824 F:catalytic activity; F:GO:0003977 F:UDP-N-acetylglucosamine diphosphorylase activity; C:GO:0005737 C:cytoplasm; P:GO:0006048 P:UDP-N-acetylglucosamine biosynthetic process; P:GO:0008152 P:metabolic process; P:GO:0008360 P:regulation of cell shape; P:GO:0009245 P:lipid A biosynthetic process; P:GO:0009252 P:peptidoglycan biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016746 F:transferase activity, transferring acyl groups; F:GO:0016779 F:nucleotidyltransferase activity; F:GO:0019134 F:glucosamine-1-phosphate N-acetyltransferase activity; F:GO:0046872 F:metal ion binding; P:GO:0071555 P:cell wall organization
NGJCOJPH_01423	thiamine phosphate synthase	192	3.84356E-119	F:GO:0000287 F:magnesium ion binding; F:GO:0004789 F:thiamine-phosphate diphosphorylase activity; P:GO:0009228 P:thiamine biosynthetic process; P:GO:0009229 P:thiamine diphosphate biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_01180	di-trans,poly-cis-decaprenylcistransferase	233	2.6086E-145	F:GO:0000287 F:magnesium ion binding; F:GO:0004659 F:prenyltransferase activity; P:GO:0008360 P:regulation of cell shape; F:GO:0008834 F:di-trans,poly-cis-decaprenylcistransferase activity; P:GO:0009252 P:peptidoglycan biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016765 F:transferase activity, transferring alkyl or aryl (other than methyl) groups; F:GO:0046872 F:metal ion binding; P:GO:0071555 P:cell wall organization
NGJCOJPH_01496	orotate phosphoribosyltransferase	212	9.78461E-148	F:GO:0000287 F:magnesium ion binding; F:GO:0004588 F:orotate phosphoribosyltransferase activity; P:GO:0006221 P:pyrimidine nucleotide biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016757 F:transferase activity, transferring glycosyl groups; P:GO:0044205 P:'de novo' UMP biosynthetic process
NGJCOJPH_00709	ketol-acid reductoisomerase	334	0.0	F:GO:0000287 F:magnesium ion binding; F:GO:0004455 F:ketol-acid reductoisomerase activity; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009082 P:branched-chain amino acid biosynthetic process; P:GO:0009097 P:isoleucine biosynthetic process; P:GO:0009099 P:valine biosynthetic process; F:GO:0016491 F:oxidoreductase activity; F:GO:0016853 F:isomerase activity; F:GO:0046872 F:metal ion binding; F:GO:0050661 F:NADP binding
NGJCOJPH_00569	NADP-dependent isocitrate dehydrogenase	416	0.0	F:GO:0000287 F:magnesium ion binding; F:GO:0004450 F:isocitrate dehydrogenase (NADP+) activity; P:GO:0006097 P:glyoxylate cycle; P:GO:0006099 P:tricarboxylic acid cycle; F:GO:0016491 F:oxidoreductase activity; F:GO:0016616 F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:GO:0046872 F:metal ion binding; F:GO:0051287 F:NAD binding
NGJCOJPH_01433	sodium-translocating pyrophosphatase	666	0.0	F:GO:0000287 F:magnesium ion binding; F:GO:0004427 F:inorganic diphosphatase activity; C:GO:0005886 C:plasma membrane; C:GO:0005887 C:integral component of plasma membrane; P:GO:0006811 P:ion transport; F:GO:0009678 F:hydrogen-translocating pyrophosphatase activity; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0016787 F:hydrolase activity; P:GO:1902600 P:proton transmembrane transport
NGJCOJPH_00754	inorganic diphosphatase	82	3.41079E-31	F:GO:0000287 F:magnesium ion binding; F:GO:0004427 F:inorganic diphosphatase activity; C:GO:0005737 C:cytoplasm; P:GO:0006796 P:phosphate-containing compound metabolic process; F:GO:0016787 F:hydrolase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_01489	Amidophosphoribosyltransferase	498	0.0	F:GO:0000287 F:magnesium ion binding; F:GO:0004044 F:amidophosphoribosyltransferase activity; P:GO:0006164 P:purine nucleotide biosynthetic process; P:GO:0006189 P:'de novo' IMP biosynthetic process; P:GO:0006541 P:glutamine metabolic process; P:GO:0009113 P:purine nucleobase biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016757 F:transferase activity, transferring glycosyl groups; F:GO:0046872 F:metal ion binding
NGJCOJPH_01445	3-isopropylmalate dehydrogenase	356	0.0	F:GO:0000287 F:magnesium ion binding; F:GO:0003862 F:3-isopropylmalate dehydrogenase activity; C:GO:0005737 C:cytoplasm; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009082 P:branched-chain amino acid biosynthetic process; P:GO:0009098 P:leucine biosynthetic process; F:GO:0016491 F:oxidoreductase activity; F:GO:0016616 F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:GO:0046872 F:metal ion binding; F:GO:0051287 F:NAD binding
NGJCOJPH_00272	7-carboxy-7-deazaguanine synthase QueE	213	1.22776E-145	F:GO:0000287 F:magnesium ion binding; F:GO:0003824 F:catalytic activity; P:GO:0008616 P:queuosine biosynthetic process; F:GO:0016829 F:lyase activity; F:GO:0016840 F:carbon-nitrogen lyase activity; F:GO:0046872 F:metal ion binding; F:GO:0051536 F:iron-sulfur cluster binding; F:GO:0051539 F:4 iron, 4 sulfur cluster binding; F:GO:1904047 F:S-adenosyl-L-methionine binding
NGJCOJPH_00392	1-deoxy-D-xylulose-5-phosphate synthase	600	0.0	F:GO:0000287 F:magnesium ion binding; F:GO:0003824 F:catalytic activity; P:GO:0008299 P:isoprenoid biosynthetic process; F:GO:0008661 F:1-deoxy-D-xylulose-5-phosphate synthase activity; P:GO:0009228 P:thiamine biosynthetic process; P:GO:0016114 P:terpenoid biosynthetic process; F:GO:0016740 F:transferase activity; F:GO:0016744 F:transferase activity, transferring aldehyde or ketonic groups; F:GO:0030976 F:thiamine pyrophosphate binding; F:GO:0046872 F:metal ion binding; P:GO:0052865 P:1-deoxy-D-xylulose 5-phosphate biosynthetic process
NGJCOJPH_01308	Phosphoglucosamine mutase	441	0.0	F:GO:0000287 F:magnesium ion binding; F:GO:0003824 F:catalytic activity; P:GO:0005975 P:carbohydrate metabolic process; F:GO:0008966 F:phosphoglucosamine mutase activity; F:GO:0016853 F:isomerase activity; F:GO:0016868 F:intramolecular transferase activity, phosphotransferases; F:GO:0046872 F:metal ion binding; P:GO:0071704 P:organic substance metabolic process
NGJCOJPH_00644	3,4-dihydroxy-2-butanone-4-phosphate synthase	359	0.0	F:GO:0000287 F:magnesium ion binding; F:GO:0003824 F:catalytic activity; F:GO:0008686 F:3,4-dihydroxy-2-butanone-4-phosphate synthase activity; P:GO:0009231 P:riboflavin biosynthetic process; F:GO:0016787 F:hydrolase activity; F:GO:0016829 F:lyase activity; F:GO:0030145 F:manganese ion binding; F:GO:0046872 F:metal ion binding
NGJCOJPH_00637	phosphomannomutase/phosphoglucomutase	457	0.0	F:GO:0000287 F:magnesium ion binding; F:GO:0003824 F:catalytic activity; F:GO:0004615 F:phosphomannomutase activity; P:GO:0005975 P:carbohydrate metabolic process; F:GO:0016853 F:isomerase activity; F:GO:0016868 F:intramolecular transferase activity, phosphotransferases; F:GO:0046872 F:metal ion binding; P:GO:0071704 P:organic substance metabolic process
NGJCOJPH_00607	Dihydroxy-acid dehydratase (EC 4.2.1.9)	559	0.0	F:GO:0000287 F:magnesium ion binding; F:GO:0003824 F:catalytic activity; F:GO:0004160 F:dihydroxy-acid dehydratase activity; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009082 P:branched-chain amino acid biosynthetic process; P:GO:0009097 P:isoleucine biosynthetic process; P:GO:0009099 P:valine biosynthetic process; F:GO:0016829 F:lyase activity; F:GO:0016836 F:hydro-lyase activity; F:GO:0046872 F:metal ion binding; F:GO:0051536 F:iron-sulfur cluster binding; F:GO:0051537 F:2 iron, 2 sulfur cluster binding
NGJCOJPH_00711	biosynthetic-type acetolactate synthase large subunit	577	0.0	F:GO:0000287 F:magnesium ion binding; F:GO:0003824 F:catalytic activity; F:GO:0003984 F:acetolactate synthase activity; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009082 P:branched-chain amino acid biosynthetic process; P:GO:0009097 P:isoleucine biosynthetic process; P:GO:0009099 P:valine biosynthetic process; F:GO:0016740 F:transferase activity; P:GO:0019752 P:carboxylic acid metabolic process; F:GO:0030976 F:thiamine pyrophosphate binding; P:GO:0044249 P:cellular biosynthetic process; F:GO:0046872 F:metal ion binding; F:GO:0050660 F:flavin adenine dinucleotide binding; P:GO:1901576 P:organic substance biosynthetic process
NGJCOJPH_00212	Acetolactate synthase large subunit	546	0.0	F:GO:0000287 F:magnesium ion binding; F:GO:0003824 F:catalytic activity; F:GO:0003984 F:acetolactate synthase activity; F:GO:0016740 F:transferase activity; P:GO:0019752 P:carboxylic acid metabolic process; F:GO:0030976 F:thiamine pyrophosphate binding
NGJCOJPH_00605	ribonuclease T	195	2.32144E-133	F:GO:0000287 F:magnesium ion binding; F:GO:0003676 F:nucleic acid binding; F:GO:0004518 F:nuclease activity; F:GO:0004527 F:exonuclease activity; F:GO:0004540 F:ribonuclease activity; P:GO:0006396 P:RNA processing; P:GO:0008033 P:tRNA processing; F:GO:0016787 F:hydrolase activity; F:GO:0016896 F:exoribonuclease activity, producing 5'-phosphomonoesters; F:GO:0046872 F:metal ion binding; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis; P:GO:0090501 P:RNA phosphodiester bond hydrolysis; P:GO:0090503 P:RNA phosphodiester bond hydrolysis, exonucleolytic
NGJCOJPH_00858	ribonuclease HI	146	2.02994E-94	F:GO:0000287 F:magnesium ion binding; F:GO:0003676 F:nucleic acid binding; F:GO:0004518 F:nuclease activity; F:GO:0004519 F:endonuclease activity; F:GO:0004523 F:RNA-DNA hybrid ribonuclease activity; C:GO:0005737 C:cytoplasm; P:GO:0006401 P:RNA catabolic process; F:GO:0016787 F:hydrolase activity; F:GO:0046872 F:metal ion binding; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis; P:GO:0090502 P:RNA phosphodiester bond hydrolysis, endonucleolytic
NGJCOJPH_00149	crossover junction endodeoxyribonuclease RuvC	156	5.09483E-109	F:GO:0000287 F:magnesium ion binding; F:GO:0003676 F:nucleic acid binding; F:GO:0004518 F:nuclease activity; F:GO:0004519 F:endonuclease activity; F:GO:0004520 F:endodeoxyribonuclease activity; P:GO:0006281 P:DNA repair; P:GO:0006310 P:DNA recombination; P:GO:0006974 P:cellular response to DNA damage stimulus; F:GO:0008821 F:crossover junction endodeoxyribonuclease activity; F:GO:0016787 F:hydrolase activity; F:GO:0046872 F:metal ion binding; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis
NGJCOJPH_00628	Polyribonucleotide nucleotidyltransferase	697	0.0	F:GO:0000287 F:magnesium ion binding; F:GO:0003676 F:nucleic acid binding; F:GO:0003723 F:RNA binding; F:GO:0004654 F:polyribonucleotide nucleotidyltransferase activity; C:GO:0005737 C:cytoplasm; P:GO:0006396 P:RNA processing; P:GO:0006402 P:mRNA catabolic process; F:GO:0016740 F:transferase activity; F:GO:0016779 F:nucleotidyltransferase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_01395	3'(2'),5'-bisphosphate nucleotidase CysQ	255	5.21331E-171	F:GO:0000287 F:magnesium ion binding; C:GO:0005886 C:plasma membrane; P:GO:0006790 P:sulfur compound metabolic process; F:GO:0008441 F:3'(2'),5'-bisphosphate nucleotidase activity; C:GO:0016020 C:membrane; F:GO:0016787 F:hydrolase activity; P:GO:0046854 P:phosphatidylinositol phosphorylation; P:GO:0046855 P:inositol phosphate dephosphorylation; F:GO:0046872 F:metal ion binding
NGJCOJPH_00871	holo-ACP synthase	127	2.22215E-85	F:GO:0000287 F:magnesium ion binding; C:GO:0005737 C:cytoplasm; P:GO:0006629 P:lipid metabolic process; P:GO:0006631 P:fatty acid metabolic process; P:GO:0006633 P:fatty acid biosynthetic process; F:GO:0008897 F:holo-[acyl-carrier-protein] synthase activity; F:GO:0016740 F:transferase activity; P:GO:0018215 P:protein phosphopantetheinylation; P:GO:0044238 P:primary metabolic process; F:GO:0046872 F:metal ion binding
NGJCOJPH_00351	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	332	0.0	F:GO:0000287 F:magnesium ion binding; C:GO:0005737 C:cytoplasm; F:GO:0008270 F:zinc ion binding; P:GO:0008615 P:pyridoxine biosynthetic process; F:GO:0016491 F:oxidoreductase activity; P:GO:0042823 P:pyridoxal phosphate biosynthetic process; F:GO:0046872 F:metal ion binding; F:GO:0050570 F:4-hydroxythreonine-4-phosphate dehydrogenase activity; F:GO:0050897 F:cobalt ion binding; F:GO:0051287 F:NAD binding
