Gene_id	K
TRINITY_DN631_c4_g1_i2.p1	K15759
TRINITY_DN63204_c0_g1_i2.p1	K01873
TRINITY_DN6326_c0_g2_i4.p1	K02183
TRINITY_DN63281_c2_g1_i1.p1	K03139
TRINITY_DN6334_c0_g3_i3.p1	K14379
TRINITY_DN63374_c0_g1_i1.p1	K18993
TRINITY_DN63376_c0_g1_i1.p1	K14445
TRINITY_DN6339_c0_g1_i7.p1	K08733
TRINITY_DN633_c0_g1_i4.p1	K04534
TRINITY_DN63438_c0_g1_i1.p1	K12322
TRINITY_DN6344_c0_g1_i1.p1	K07374
TRINITY_DN6344_c1_g2_i1.p1	K07374
TRINITY_DN6344_c2_g1_i1.p1	K07374
TRINITY_DN6346_c0_g1_i1.p1	K20471
TRINITY_DN6349_c1_g1_i4.p1	K08554
TRINITY_DN6350_c0_g4_i1.p1	K00049
TRINITY_DN63529_c0_g1_i1.p1	K14719
TRINITY_DN63529_c0_g2_i1.p2	K14719
TRINITY_DN63585_c0_g1_i1.p1	K10691
TRINITY_DN63614_c0_g1_i1.p1	K16803
TRINITY_DN6363_c0_g1_i1.p1	K07955
TRINITY_DN63662_c0_g1_i1.p1	K12193
TRINITY_DN63678_c0_g2_i1.p1	K16540
TRINITY_DN63690_c0_g1_i1.p1	K10776
TRINITY_DN63713_c2_g1_i4.p1	K22657
TRINITY_DN63770_c0_g1_i1.p1	K19467
TRINITY_DN6380_c0_g1_i3.p1	K05955
TRINITY_DN63845_c0_g2_i1.p1	K10283
TRINITY_DN63847_c1_g1_i1.p1	K11831
TRINITY_DN6386_c3_g1_i2.p1	K15326
TRINITY_DN63871_c0_g1_i3.p1	K10479
TRINITY_DN63880_c0_g1_i1.p1	K14573
TRINITY_DN6389_c3_g3_i1.p1	K14322
TRINITY_DN63903_c0_g1_i1.p1	K22018
TRINITY_DN6393_c4_g1_i1.p1	K20724
TRINITY_DN6398_c2_g3_i3.p1	K02907
TRINITY_DN63994_c1_g1_i1.p1	K10408
TRINITY_DN64004_c0_g1_i3.p1	K01408
TRINITY_DN64042_c0_g1_i4.p1	K01835
TRINITY_DN6405_c0_g3_i1.p1	K10028
TRINITY_DN6406_c1_g1_i1.p1	K12373
TRINITY_DN64105_c0_g1_i1.p1	K08860
TRINITY_DN64122_c0_g1_i4.p1	K07912
TRINITY_DN6412_c0_g1_i4.p1	K16621
TRINITY_DN6413_c0_g1_i1.p1	K15335
TRINITY_DN64155_c0_g1_i3.p1	K12820
TRINITY_DN64175_c0_g1_i2.p1	K13509
TRINITY_DN6419_c0_g1_i6.p1	K22128
TRINITY_DN6419_c1_g1_i25.p1	K16578
TRINITY_DN641_c0_g1_i20.p1	K12382
TRINITY_DN64213_c1_g1_i3.p1	K10800
TRINITY_DN64245_c0_g1_i1.p1	K10696
TRINITY_DN6435_c1_g1_i1.p1	K17623
TRINITY_DN6435_c5_g1_i2.p1	K14163
TRINITY_DN6435_c9_g1_i1.p1	K11495
TRINITY_DN6436_c1_g1_i6.p1	K12460
TRINITY_DN6438_c0_g1_i1.p1	K13868
TRINITY_DN6438_c2_g1_i1.p1	K06279
TRINITY_DN64414_c0_g1_i1.p1	K00857
TRINITY_DN64420_c0_g1_i2.p1	K13336
TRINITY_DN6443_c4_g1_i1.p1	K23552
TRINITY_DN6451_c0_g1_i6.p1	K01206
TRINITY_DN64563_c0_g1_i6.p1	K04984
TRINITY_DN6457_c0_g1_i2.p1	K04811
TRINITY_DN6458_c0_g1_i10.p1	K10808
TRINITY_DN645_c0_g1_i8.p1	K05750
TRINITY_DN64663_c0_g1_i6.p1	K17079
TRINITY_DN64675_c1_g1_i1.p1	K01230
TRINITY_DN64741_c0_g3_i1.p1	K05610
TRINITY_DN64757_c0_g1_i1.p1	K11583
TRINITY_DN6476_c2_g1_i1.p1	K12482
TRINITY_DN64772_c0_g1_i1.p1	K20289
TRINITY_DN64_c0_g1_i2.p1	K07905
TRINITY_DN64_c30_g1_i2.p1	K08073
TRINITY_DN64_c3_g1_i4.p1	K21889
TRINITY_DN64_c4_g1_i14.p1	K23879
TRINITY_DN65000_c0_g1_i1.p1	K06210
TRINITY_DN65005_c0_g1_i3.p1	K10260
TRINITY_DN65009_c0_g1_i9.p1	K01681
TRINITY_DN6500_c3_g1_i1.p1	K09228
TRINITY_DN65021_c0_g1_i1.p1	K22370
TRINITY_DN65055_c2_g3_i1.p1	K12235
TRINITY_DN65085_c0_g2_i1.p1	K17525
TRINITY_DN65113_c0_g1_i1.p1	K01887
TRINITY_DN65172_c0_g1_i1.p1	K13145
TRINITY_DN6521_c3_g1_i3.p1	K22721
TRINITY_DN65252_c0_g1_i2.p1	K24630
TRINITY_DN65260_c0_g1_i10.p1	K03447
TRINITY_DN6526_c0_g1_i3.p1	K09022
TRINITY_DN65274_c0_g1_i1.p1	K25614
TRINITY_DN65297_c0_g1_i2.p1	K17423
TRINITY_DN65305_c0_g1_i2.p1	K19326
TRINITY_DN65320_c0_g1_i2.p1	K14025
TRINITY_DN6534_c1_g1_i1.p1	K23951
TRINITY_DN6535_c0_g1_i5.p1	K10226
TRINITY_DN65381_c0_g1_i1.p1	K17592
TRINITY_DN65392_c0_g1_i1.p1	K24050
TRINITY_DN65426_c0_g1_i5.p1	K18201
TRINITY_DN65490_c0_g1_i3.p1	K17545
TRINITY_DN65491_c0_g1_i2.p1	K01672
TRINITY_DN65504_c5_g1_i1.p1	K14552
TRINITY_DN65524_c0_g1_i1.p1	K09186
TRINITY_DN65537_c0_g1_i1.p1	K22804
TRINITY_DN6553_c1_g1_i3.p1	K04393
TRINITY_DN6554_c8_g1_i2.p1	K23541
TRINITY_DN65564_c0_g1_i1.p1	K19526
TRINITY_DN65581_c0_g4_i4.p1	K25866
TRINITY_DN65587_c0_g1_i2.p1	K09420
TRINITY_DN65598_c2_g1_i2.p1	K15370
TRINITY_DN6559_c0_g1_i7.p1	K15601
TRINITY_DN655_c0_g1_i1.p1	K13126
TRINITY_DN6562_c0_g1_i3.p1	K19788
TRINITY_DN65639_c0_g1_i3.p1	K12821
TRINITY_DN6563_c1_g1_i17.p1	K18439
TRINITY_DN65648_c0_g1_i1.p1	K03495
TRINITY_DN65669_c0_g4_i1.p1	K23727
TRINITY_DN6566_c2_g1_i1.p1	K09584
TRINITY_DN65671_c0_g1_i5.p1	K11838
TRINITY_DN65678_c0_g1_i3.p1	K11996
TRINITY_DN6569_c0_g1_i1.p1	K18084
TRINITY_DN65722_c0_g1_i1.p1	K12736
TRINITY_DN65739_c0_g1_i2.p1	K00771
TRINITY_DN65756_c0_g1_i4.p1	K18412
TRINITY_DN65777_c0_g1_i1.p1	K15123
TRINITY_DN6577_c0_g1_i8.p1	K08959
TRINITY_DN657_c0_g1_i1.p1	K22758
TRINITY_DN6581_c0_g1_i1.p1	K03012
TRINITY_DN6581_c2_g1_i1.p1	K09495
TRINITY_DN65822_c0_g1_i4.p1	K14708
TRINITY_DN65827_c0_g1_i1.p1	K13184
TRINITY_DN65828_c0_g2_i2.p1	K20291
TRINITY_DN65840_c1_g2_i2.p1	K05545
TRINITY_DN65851_c0_g1_i1.p1	K14847
TRINITY_DN65882_c0_g2_i2.p1	K00106
TRINITY_DN65941_c0_g1_i1.p1	K02911
TRINITY_DN65966_c0_g2_i2.p1	K00784
TRINITY_DN65969_c0_g1_i10.p1	K00922
TRINITY_DN659_c0_g1_i13.p1	K05667
TRINITY_DN66066_c0_g1_i1.p1	K24523
TRINITY_DN66075_c0_g1_i1.p1	K15223
TRINITY_DN66081_c0_g1_i1.p1	K06675
TRINITY_DN660_c3_g1_i13.p1	K10692
TRINITY_DN66138_c0_g2_i1.p1	K23222
TRINITY_DN66159_c0_g1_i1.p1	K16578
TRINITY_DN66191_c0_g1_i1.p1	K15033
TRINITY_DN6619_c4_g2_i1.p1	K10686
TRINITY_DN6621_c0_g1_i8.p1	K00759
TRINITY_DN6625_c5_g1_i2.p1	K07435
TRINITY_DN66266_c0_g1_i1.p1	K14994
TRINITY_DN66284_c0_g2_i1.p1	K04609
TRINITY_DN66338_c0_g1_i1.p1	K06693
TRINITY_DN66344_c0_g1_i1.p1	K10581
TRINITY_DN6640_c0_g1_i7.p1	K00020
TRINITY_DN66483_c0_g1_i3.p1	K18152
TRINITY_DN66504_c0_g1_i1.p1	K03392
TRINITY_DN6654_c3_g1_i1.p1	K13337
TRINITY_DN6655_c0_g1_i1.p1	K12947
TRINITY_DN66578_c0_g1_i6.p1	K03262
TRINITY_DN665_c0_g1_i6.p1	K16186
TRINITY_DN66630_c0_g1_i13.p1	K07427
TRINITY_DN66637_c0_g1_i2.p1	K00121
TRINITY_DN6666_c0_g1_i4.p1	K08582
TRINITY_DN6667_c1_g2_i1.p1	K11481
TRINITY_DN6669_c0_g1_i1.p1	K07953
TRINITY_DN66700_c0_g1_i4.p1	K15323
TRINITY_DN66787_c0_g1_i1.p1	K13696
TRINITY_DN6680_c0_g1_i3.p1	K24513
TRINITY_DN6683_c0_g1_i4.p1	K06067
TRINITY_DN6683_c1_g1_i3.p1	K05218
TRINITY_DN6683_c2_g1_i1.p1	K11404
TRINITY_DN6684_c0_g1_i2.p1	K15172
TRINITY_DN66856_c0_g1_i1.p1	K05673
TRINITY_DN66867_c0_g1_i1.p1	K05127
TRINITY_DN6688_c0_g1_i1.p1	K20189
TRINITY_DN66928_c2_g1_i2.p1	K16675
TRINITY_DN66977_c0_g1_i2.p1	K04498
TRINITY_DN66_c1_g1_i1.p1	K23285
TRINITY_DN66_c3_g1_i7.p1	K13203
TRINITY_DN6703_c0_g1_i1.p1	K03964
TRINITY_DN67049_c0_g1_i1.p1	K19584
TRINITY_DN67051_c0_g1_i1.p1	K02328
TRINITY_DN6708_c6_g1_i1.p1	K05768
TRINITY_DN67109_c1_g1_i1.p1	K03026
TRINITY_DN6712_c1_g1_i4.p1	K14007
TRINITY_DN6712_c4_g1_i1.p1	K19985
TRINITY_DN67173_c0_g2_i1.p1	K16353
TRINITY_DN67213_c3_g1_i1.p1	K21914
TRINITY_DN6726_c0_g1_i8.p1	K12404
TRINITY_DN67324_c0_g2_i1.p1	K24759
TRINITY_DN6732_c0_g1_i7.p1	K23325
TRINITY_DN67346_c0_g1_i1.p1	K07203
TRINITY_DN6735_c0_g3_i1.p1	K08648
TRINITY_DN67379_c0_g1_i2.p1	K12488
TRINITY_DN67469_c0_g1_i1.p1	K19369
TRINITY_DN6748_c1_g2_i1.p1	K09441
TRINITY_DN67514_c0_g1_i1.p1	K13107
TRINITY_DN67518_c0_g1_i1.p1	K11662
TRINITY_DN67544_c0_g1_i1.p1	K00913
TRINITY_DN67564_c4_g1_i1.p1	K08496
TRINITY_DN67596_c0_g1_i1.p1	K20251
TRINITY_DN67611_c0_g1_i1.p1	K13134
TRINITY_DN6765_c1_g2_i2.p1	K12275
TRINITY_DN6768_c0_g1_i6.p1	K16469
TRINITY_DN6768_c0_g2_i3.p2	K11877
TRINITY_DN67720_c0_g1_i7.p1	K00500
TRINITY_DN67731_c0_g1_i1.p1	K10487
TRINITY_DN67735_c0_g1_i1.p1	K24852
TRINITY_DN67752_c0_g1_i2.p1	K19933
TRINITY_DN67753_c0_g2_i1.p1	K03065
TRINITY_DN67755_c0_g1_i1.p1	K10770
TRINITY_DN6775_c2_g1_i12.p1	K10268
TRINITY_DN67791_c0_g1_i1.p1	K24020
TRINITY_DN67795_c0_g1_i1.p1	K08149
TRINITY_DN67833_c0_g1_i1.p1	K02358
TRINITY_DN67840_c0_g1_i3.p1	K11447
TRINITY_DN67890_c0_g1_i1.p1	K15335
TRINITY_DN678_c4_g1_i2.p1	K12194
TRINITY_DN67901_c0_g2_i1.p1	K03068
TRINITY_DN67906_c0_g1_i3.p1	K22524
TRINITY_DN6790_c0_g1_i4.p1	K06691
TRINITY_DN67945_c0_g1_i1.p1	K13780
TRINITY_DN67997_c0_g1_i2.p1	K20306
TRINITY_DN67_c1_g1_i1.p1	K00236
TRINITY_DN6806_c0_g2_i1.p1	K20704
TRINITY_DN6807_c0_g1_i9.p1	K03676
TRINITY_DN6812_c0_g1_i4.p1	K02331
TRINITY_DN68131_c0_g1_i1.p1	K25857
TRINITY_DN68179_c2_g2_i1.p1	K09093
TRINITY_DN68187_c0_g1_i1.p1	K16682
TRINITY_DN68250_c0_g1_i1.p1	K10779
TRINITY_DN6828_c5_g2_i3.p1	K20397
TRINITY_DN68309_c0_g1_i1.p1	K16513
TRINITY_DN6833_c0_g1_i7.p1	K11446
TRINITY_DN68357_c0_g1_i1.p1	K23281
TRINITY_DN6835_c0_g1_i11.p1	K24069
TRINITY_DN68445_c0_g2_i2.p1	K14320
TRINITY_DN6845_c0_g1_i1.p1	K20129
TRINITY_DN6848_c1_g2_i2.p1	K17408
TRINITY_DN68519_c0_g1_i1.p1	K07910
TRINITY_DN6852_c0_g1_i1.p1	K10592
TRINITY_DN68536_c0_g1_i2.p1	K10570
TRINITY_DN6853_c2_g1_i5.p1	K17497
TRINITY_DN68558_c1_g1_i1.p1	K17605
TRINITY_DN68593_c0_g1_i1.p1	K14535
TRINITY_DN685_c0_g1_i18.p1	K13988
TRINITY_DN6861_c1_g1_i2.p1	K16343
TRINITY_DN68640_c5_g1_i1.p1	K15143
TRINITY_DN6869_c0_g1_i1.p1	K13868
TRINITY_DN686_c0_g1_i19.p1	K07984
TRINITY_DN6877_c0_g2_i1.p1	K03143
TRINITY_DN687_c0_g1_i11.p1	K05349
TRINITY_DN68829_c0_g1_i1.p1	K18625
TRINITY_DN68829_c0_g2_i4.p1	K18625
TRINITY_DN6885_c0_g1_i1.p1	K03010
TRINITY_DN68868_c0_g1_i1.p1	K16743
TRINITY_DN68892_c0_g1_i2.p1	K08810
TRINITY_DN6889_c0_g1_i2.p1	K13089
TRINITY_DN6889_c5_g1_i1.p2	K10866
TRINITY_DN68929_c0_g1_i1.p1	K23314
TRINITY_DN6894_c0_g1_i1.p1	K22556
TRINITY_DN69020_c0_g2_i1.p1	K18798
TRINITY_DN690_c1_g1_i1.p1	K00871
TRINITY_DN6915_c0_g1_i3.p1	K05699
TRINITY_DN69160_c0_g1_i1.p1	K24155
TRINITY_DN69178_c0_g1_i2.p1	K20523
TRINITY_DN6918_c3_g1_i1.p1	K12306
TRINITY_DN6919_c0_g1_i1.p1	K25163
TRINITY_DN691_c3_g1_i1.p1	K00461
TRINITY_DN69227_c0_g1_i1.p1	K06063
TRINITY_DN6925_c0_g1_i2.p1	K09645
TRINITY_DN69264_c0_g1_i1.p1	K10271
TRINITY_DN69293_c0_g1_i1.p1	K11665
TRINITY_DN692_c0_g1_i2.p1	K00920
TRINITY_DN69305_c0_g1_i2.p1	K14792
TRINITY_DN69310_c0_g1_i1.p1	K06972
TRINITY_DN69310_c0_g2_i1.p1	K06972
TRINITY_DN69373_c0_g1_i2.p1	K01904
TRINITY_DN69387_c0_g1_i1.p1	K13411
TRINITY_DN69408_c0_g1_i1.p1	K20306
TRINITY_DN69426_c0_g1_i1.p1	K22937
TRINITY_DN69445_c0_g1_i1.p1	K12373
TRINITY_DN69477_c0_g2_i1.p1	K22421
TRINITY_DN694_c2_g1_i2.p1	K17253
TRINITY_DN69530_c0_g1_i2.p1	K14717
TRINITY_DN69537_c0_g2_i1.p1	K02933
TRINITY_DN69543_c0_g1_i2.p1	K17894
TRINITY_DN6955_c3_g1_i3.p1	K07918
TRINITY_DN69562_c0_g1_i2.p1	K04426
TRINITY_DN69617_c0_g1_i1.p1	K00659
TRINITY_DN6966_c1_g1_i6.p1	K24053
TRINITY_DN69688_c1_g2_i1.p1	K12613
TRINITY_DN69709_c0_g1_i1.p1	K00784
TRINITY_DN6982_c0_g1_i8.p1	K17929
TRINITY_DN69858_c0_g1_i1.p1	K02183
TRINITY_DN6988_c0_g2_i3.p1	K23677
TRINITY_DN69902_c0_g1_i4.p1	K20179
TRINITY_DN69920_c0_g1_i1.p1	K22371
TRINITY_DN69959_c0_g1_i1.p1	K19195
TRINITY_DN69966_c0_g1_i1.p1	K04380
TRINITY_DN69967_c0_g1_i2.p1	K00901
TRINITY_DN69980_c0_g1_i1.p1	K24746
TRINITY_DN69_c0_g1_i10.p1	K01365
TRINITY_DN69_c3_g1_i1.p1	K22390
TRINITY_DN6_c115_g1_i1.p1	K07937
TRINITY_DN6_c6_g1_i1.p1	K01596
TRINITY_DN70027_c0_g1_i1.p1	K19683
TRINITY_DN7003_c0_g1_i1.p1	K01676
TRINITY_DN70042_c0_g1_i1.p1	K17796
TRINITY_DN70057_c0_g5_i1.p1	K20291
TRINITY_DN70104_c0_g1_i1.p1	K01874
TRINITY_DN70117_c0_g1_i1.p1	K06560
TRINITY_DN7012_c0_g1_i1.p1	K00923
TRINITY_DN7016_c0_g1_i14.p1	K11997
TRINITY_DN701_c1_g1_i1.p1	K20347
TRINITY_DN7021_c0_g1_i1.p1	K17785
TRINITY_DN7023_c0_g1_i6.p1	K05700
TRINITY_DN7026_c1_g1_i2.p1	K03687
TRINITY_DN70281_c5_g1_i1.p1	K08744
TRINITY_DN70302_c0_g1_i1.p1	K06934
TRINITY_DN70306_c0_g1_i3.p1	K19944
TRINITY_DN70308_c0_g1_i2.p1	K01077
TRINITY_DN70310_c0_g1_i2.p1	K16465
TRINITY_DN70364_c0_g1_i1.p1	K00624
TRINITY_DN703_c0_g1_i15.p1	K06115
TRINITY_DN70406_c1_g1_i1.p1	K12164
TRINITY_DN70427_c0_g1_i1.p1	K09478
TRINITY_DN7043_c5_g1_i1.p1	K08550
TRINITY_DN70458_c0_g1_i1.p1	K03424
TRINITY_DN7047_c1_g1_i1.p1	K25226
TRINITY_DN70497_c0_g1_i2.p1	K17616
TRINITY_DN7049_c1_g1_i1.p1	K11841
TRINITY_DN70528_c0_g1_i2.p1	K20284
TRINITY_DN7052_c0_g1_i10.p1	K12896
TRINITY_DN70549_c0_g1_i1.p1	K15377
TRINITY_DN7057_c0_g1_i2.p1	K00710
TRINITY_DN705_c0_g1_i11.p1	K05038
TRINITY_DN70605_c0_g1_i1.p1	K07194
TRINITY_DN70621_c0_g1_i1.p1	K00844
TRINITY_DN70634_c0_g1_i1.p1	K04946
TRINITY_DN70686_c0_g1_i4.p1	K09553
TRINITY_DN706_c0_g1_i1.p1	K00415
TRINITY_DN70701_c2_g1_i1.p1	K14011
TRINITY_DN70722_c0_g1_i1.p1	K01335
TRINITY_DN7075_c0_g1_i3.p1	K10688
TRINITY_DN7076_c0_g1_i1.p1	K23733
TRINITY_DN7080_c0_g3_i7.p1	K12856
TRINITY_DN70834_c0_g1_i7.p1	K03869
TRINITY_DN7087_c0_g1_i5.p1	K26229
TRINITY_DN70922_c0_g1_i1.p1	K06237
TRINITY_DN7095_c2_g2_i2.p1	K00857
TRINITY_DN7095_c2_g3_i1.p1	K00857
TRINITY_DN7096_c0_g1_i6.p1	K10461
TRINITY_DN7096_c0_g2_i1.p1	K10669
TRINITY_DN70_c0_g1_i13.p1	K01373
TRINITY_DN71081_c0_g1_i1.p1	K07935
TRINITY_DN710_c4_g1_i5.p1	K07199
TRINITY_DN7112_c3_g1_i1.p1	K15025
TRINITY_DN7115_c0_g1_i3.p1	K19897
TRINITY_DN71189_c0_g1_i1.p1	K24928
TRINITY_DN71209_c0_g2_i1.p1	K23909
TRINITY_DN7121_c0_g1_i5.p1	K05658
TRINITY_DN71223_c0_g2_i1.p1	K11259
TRINITY_DN71225_c0_g1_i2.p1	K17600
TRINITY_DN71230_c0_g1_i2.p1	K05294
TRINITY_DN71238_c0_g1_i1.p1	K19870
TRINITY_DN71278_c0_g1_i1.p1	K13717
TRINITY_DN71317_c0_g1_i2.p1	K14007
TRINITY_DN71330_c0_g1_i1.p1	K00910
TRINITY_DN7133_c0_g4_i4.p1	K11366
TRINITY_DN7133_c2_g1_i1.p1	K08856
TRINITY_DN7137_c0_g1_i5.p1	K01025
TRINITY_DN71390_c0_g1_i1.p1	K23915
TRINITY_DN71406_c0_g1_i8.p1	K00161
TRINITY_DN71426_c1_g1_i1.p1	K13299
TRINITY_DN71433_c0_g1_i2.p1	K11649
TRINITY_DN71537_c3_g1_i2.p1	K23851
TRINITY_DN7153_c0_g3_i2.p1	K11974
TRINITY_DN7157_c0_g1_i8.p1	K01745
TRINITY_DN71607_c0_g1_i1.p1	K19683
TRINITY_DN71630_c0_g1_i2.p1	K04681
TRINITY_DN71639_c0_g1_i1.p1	K14550
TRINITY_DN7167_c1_g1_i1.p1	K12948
TRINITY_DN7169_c1_g1_i3.p1	K14020
TRINITY_DN71725_c0_g1_i1.p1	K07827
TRINITY_DN71727_c2_g1_i1.p1	K22942
TRINITY_DN71744_c0_g1_i1.p1	K15447
TRINITY_DN7176_c0_g1_i5.p1	K15047
TRINITY_DN7181_c0_g1_i1.p1	K09498
TRINITY_DN71827_c0_g1_i2.p1	K12301
TRINITY_DN718_c1_g1_i1.p1	K01900
TRINITY_DN71967_c0_g1_i1.p1	K15262
TRINITY_DN7199_c0_g1_i1.p1	K09560
TRINITY_DN72111_c0_g1_i2.p1	K22560
TRINITY_DN72165_c0_g1_i1.p2	K22970
TRINITY_DN7222_c0_g1_i13.p1	K04422
TRINITY_DN72275_c0_g1_i2.p1	K17930
TRINITY_DN72308_c0_g1_i4.p1	K23288
TRINITY_DN72315_c0_g1_i1.p1	K00254
TRINITY_DN7236_c1_g1_i2.p1	K12373
TRINITY_DN72395_c0_g1_i6.p1	K16175
TRINITY_DN723_c1_g2_i4.p1	K07893
TRINITY_DN72479_c0_g1_i1.p1	K18798
TRINITY_DN7248_c0_g1_i10.p1	K09533
TRINITY_DN72576_c0_g1_i1.p1	K09531
TRINITY_DN7260_c0_g1_i4.p1	K22045
TRINITY_DN72624_c0_g1_i2.p2	K13212
TRINITY_DN72648_c0_g1_i2.p1	K20161
TRINITY_DN72672_c0_g1_i1.p1	K12830
TRINITY_DN72673_c1_g1_i2.p1	K01081
TRINITY_DN72767_c3_g1_i1.p1	K23222
TRINITY_DN7277_c2_g2_i1.p1	K11182
TRINITY_DN7278_c1_g1_i6.p1	K24997
TRINITY_DN7279_c0_g1_i2.p1	K12837
TRINITY_DN727_c0_g1_i1.p1	K02901
TRINITY_DN7281_c0_g1_i1.p1	K19721
TRINITY_DN7282_c0_g1_i8.p1	K05667
TRINITY_DN7283_c2_g1_i1.p1	K22381
TRINITY_DN7284_c1_g1_i2.p1	K14998
TRINITY_DN728_c0_g1_i2.p1	K17279
TRINITY_DN7290_c0_g1_i14.p1	K20493
TRINITY_DN72912_c0_g1_i1.p1	K01205
TRINITY_DN72938_c0_g1_i3.p1	K16311
TRINITY_DN7295_c0_g1_i4.p1	K14290
TRINITY_DN7299_c0_g1_i3.p1	K04097
TRINITY_DN73056_c0_g2_i1.p1	K01641
TRINITY_DN73078_c1_g1_i2.p1	K08220
TRINITY_DN7307_c1_g1_i1.p1	K04438
TRINITY_DN7307_c2_g1_i2.p1	K12831
TRINITY_DN73087_c0_g1_i7.p1	K18283
TRINITY_DN73121_c0_g1_i1.p1	K11420
TRINITY_DN7316_c0_g1_i2.p1	K04523
TRINITY_DN7317_c1_g1_i15.p1	K15909
TRINITY_DN7325_c1_g1_i3.p1	K07911
TRINITY_DN7327_c0_g1_i11.p1	K05723
TRINITY_DN73304_c0_g1_i1.p1	K14772
TRINITY_DN7332_c0_g2_i1.p1	K23966
TRINITY_DN733_c2_g2_i3.p1	K16288
TRINITY_DN733_c5_g1_i2.p1	K24094
TRINITY_DN7353_c0_g3_i2.p1	K04679
TRINITY_DN73577_c0_g1_i3.p1	K23518
TRINITY_DN7357_c3_g1_i8.p1	K20279
TRINITY_DN735_c0_g1_i1.p1	K02964
TRINITY_DN73658_c0_g1_i2.p1	K00274
TRINITY_DN73663_c0_g1_i2.p1	K06491
TRINITY_DN73670_c0_g2_i1.p1	K24553
TRINITY_DN73677_c0_g1_i1.p1	K18622
TRINITY_DN73767_c0_g1_i1.p1	K01908
TRINITY_DN7376_c2_g1_i1.p1	K15448
TRINITY_DN7377_c0_g1_i3.p1	K07839
TRINITY_DN737_c0_g1_i4.p1	K17277
TRINITY_DN7384_c0_g1_i3.p1	K22070
TRINITY_DN73888_c0_g1_i1.p1	K10263
TRINITY_DN738_c0_g1_i4.p1	K02736
TRINITY_DN73907_c0_g2_i1.p1	K19761
TRINITY_DN7392_c0_g2_i5.p1	K18616
TRINITY_DN7392_c2_g1_i3.p1	K00289
TRINITY_DN73950_c0_g1_i1.p1	K15264
TRINITY_DN7396_c2_g2_i1.p1	K00682
TRINITY_DN7400_c0_g1_i1.p1	K13370
TRINITY_DN74120_c0_g1_i2.p1	K17432
TRINITY_DN74124_c2_g3_i1.p1	K12874
TRINITY_DN7414_c2_g2_i1.p1	K09291
TRINITY_DN74172_c2_g1_i1.p1	K04377
TRINITY_DN74186_c0_g1_i1.p1	K10588
TRINITY_DN74246_c0_g1_i1.p1	K08182
TRINITY_DN7427_c0_g1_i1.p1	K20221
TRINITY_DN74376_c0_g1_i2.p1	K17986
TRINITY_DN743_c0_g1_i3.p1	K01206
TRINITY_DN7440_c1_g1_i1.p1	K20223
TRINITY_DN7444_c0_g1_i12.p1	K03521
TRINITY_DN74453_c0_g1_i1.p1	K24190
TRINITY_DN7451_c2_g1_i4.p1	K02649
TRINITY_DN7451_c3_g2_i3.p1	K23958
TRINITY_DN7454_c0_g3_i3.p1	K05125
TRINITY_DN7454_c0_g5_i1.p1	K03870
TRINITY_DN745_c1_g1_i3.p1	K06272
TRINITY_DN745_c2_g4_i1.p1	K06689
TRINITY_DN7463_c0_g2_i3.p1	K01372
TRINITY_DN7463_c2_g1_i1.p1	K11982
TRINITY_DN74713_c0_g1_i2.p1	K05637
TRINITY_DN74747_c1_g1_i1.p1	K17606
TRINITY_DN7475_c0_g1_i1.p1	K16673
TRINITY_DN74793_c0_g1_i1.p1	K01068
TRINITY_DN747_c0_g1_i4.p1	K04512
TRINITY_DN74869_c0_g1_i2.p1	K20284
TRINITY_DN74891_c0_g1_i2.p1	K18932
TRINITY_DN74893_c0_g1_i42.p1	K02257
TRINITY_DN748_c9_g1_i1.p1	K01810
TRINITY_DN7492_c0_g1_i2.p1	K00106
TRINITY_DN7494_c0_g1_i2.p1	K20027
TRINITY_DN749_c0_g1_i1.p1	K02938
TRINITY_DN75079_c0_g1_i1.p1	K00901
TRINITY_DN75168_c0_g1_i1.p1	K13108
TRINITY_DN75179_c1_g2_i1.p1	K02358
TRINITY_DN751_c2_g1_i1.p1	K04705
TRINITY_DN7521_c0_g1_i11.p1	K26200
TRINITY_DN7522_c0_g1_i1.p1	K04585
TRINITY_DN75295_c0_g1_i4.p1	K25812
TRINITY_DN752_c0_g2_i6.p1	K14386
TRINITY_DN75353_c1_g1_i4.p1	K04986
TRINITY_DN75449_c0_g1_i1.p1	K14801
TRINITY_DN75463_c1_g1_i3.p1	K20476
TRINITY_DN75463_c5_g1_i1.p1	K25451
TRINITY_DN75466_c0_g1_i3.p1	K25827
TRINITY_DN75538_c0_g1_i1.p1	K25549
TRINITY_DN75573_c0_g1_i1.p1	K14769
TRINITY_DN75579_c0_g1_i1.p1	K11833
TRINITY_DN75603_c0_g1_i5.p1	K24512
TRINITY_DN75611_c0_g1_i2.p1	K14311
TRINITY_DN7565_c0_g1_i2.p1	K00819
TRINITY_DN75679_c0_g2_i1.p1	K09562
TRINITY_DN75689_c0_g1_i1.p1	K21991
TRINITY_DN7569_c0_g1_i7.p1	K05609
TRINITY_DN7569_c1_g1_i2.p1	K21768
TRINITY_DN75711_c0_g2_i1.p1	K25639
TRINITY_DN7571_c0_g1_i1.p1	K08836
TRINITY_DN75720_c0_g1_i1.p1	K14416
TRINITY_DN75728_c0_g1_i1.p1	K24928
TRINITY_DN7574_c0_g1_i1.p1	K24538
TRINITY_DN75756_c0_g1_i1.p1	K06063
